25012,16319,57302
39116,27996,80179
1956,67369,14590
57411,96624,7430
3093,55071,1461
26405,63266,16895
36246,53069,40727
60060,15348,65808
71043,86164,74191
7957,41032,86464
84783,36309,96969
73005,36589,939
91217,65120,7624
27460,83181,74834
46130,37091,56515
29667,69938,26725
55329,95582,78371
89542,35405,80020
4333,87970,2736
26618,13704,45852
53722,8606,91007
41223,76497,92415
1531,19727,41571
70335,5640,21004
11003,83748,58201
58217,24891,6319
83630,92737,59166
59551,85946,43601
55517,40169,87958
45457,77895,20440
35147,25683,84933
15640,27589,49279
42881,50755,80892
89588,88714,57323
55676,54849,96819
4988,57150,4298
9395,49141,95822
70119,58219,54254
79071,74057,86650
40833,68933,52564
48675,25163,23871
21176,35100,36857
29698,57984,44222
35733,87923,35001
59685,21432,47187
46645,42378,73289
51517,55926,20747
3331,21601,15549
7922,50358,24785
90943,70163,12448
26153,35687,64122
56990,27200,83936
95209,91188,28103
82524,64898,88303
53770,47597,23495
89257,52467,28330
7133,35221,14146
5818,642,74218
38935,77385,72990
83042,77697,65540
84132,44807,1968
79206,3824,51690
83789,84555,75571
72442,39366,64728
95574,27539,90705
71665,55528,8201
28065,9755,6705
70909,50221,2347
91986,94411,37549
49257,41236,90125
91170,82283,71091
21123,28170,43018
36449,67861,62987
14287,99813,46556
84827,25265,83089
37623,93213,58062
49587,73524,13178
17665,1851,7317
38952,90558,31917
82557,63160,33185
97677,32055,26363
68098,33808,85423
60322,62082,14307
84123,14622,50535
30782,16382,19292
10712,15458,54501
22736,85724,58818
26225,47320,3449
36594,58841,51101
3118,11671,78478
96376,59610,61111
30335,51307,29151
49620,17437,41086
84193,32945,85823
35970,32526,19596
43125,48188,99277
7923,87629,40487
9736,25591,31979
7975,90836,40872
24072,22138,3015
52584,44559,31563
76798,1824,63753
21062,93150,39978
17094,24098,34669
19769,713,6328
29138,79508,18447
80159,74300,63500
72065,78855,21408
49364,22484,98486
34618,56336,64102
53544,82970,12945
75435,13316,74903
76087,91689,12898
14401,32579,95149
20216,42033,54049
59384,5984,27398
99222,43062,11597
653,36415,58756
18823,40018,10694
85624,36331,86110
20348,93727,96461
15396,18582,70716
